code,name,chineseName,meridian,meridianName,meridianGroup,translation.pinyin,translation.transliteration,translation.korean,translation.vietnamese,description,location,indication,contraindications,functions,coordinates.x,coordinates.y,bodyMapCoords,imageUrls,imageRefs,symptomIds,tags,category,createdAt,updatedAt,createdBy,contentStatus
LU-11,Lesser Metal,少商,LU,Lung,Twelve Primary Meridians,shào shāng,Shaoshang,so sang 소상,Thiếu thương,Jing-Poço (Madeira) útil para emergências e reanimação.,"0,1 cun proximal ao canto radial da unha do polegar.","Amigdalite aguda, febre alta, delírio, síncope, epistaxe, dor da extremidade superior.",Evitar em distúrbios hemorrágicos; uso estéril ao fazer sangria.,"Dispersa Calor extremo, abre orifícios sensoriais, acalma o Shen e promove circulação no canal.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-1,Metal Yang,商陽,LI,Large Intestine,Twelve Primary Meridians,shāng yáng,Shangyang,sang yang 상양,Thương dương,Shangyang (Mercador de Yang). Ponto Jing-Poço e Ponto Metal.,"No lado radial do dedo indicador, cerca de 0,1 cun posterior ao canto da unha.","Dor de dente, dor de garganta, inchaço na região submandibular, dormência nos dedos, febre alta, coma.","Nenhuma específica conhecida, mas usar com cautela em pacientes debilitados (sangria).","Limpa o Calor, revive a consciência, beneficia a garganta e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-2,Second Point,二間,LI,Large Intestine,Twelve Primary Meridians,èr jiān,Erjian,i gan 이간,Nhị gian,Erjian (Segundo Intervalo). Ponto Ying-Manancial e Ponto Água.,"Na depressão distal à articulação metacarpofalângica do dedo indicador, no lado radial.","Visão turva, sangramento nasal, dor de dente, dor de garganta, doenças febris.",Nenhuma específica.,"Expulsa o Vento, limpa o Calor e reduz o inchaço.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-3,Third Point,三間,LI,Large Intestine,Twelve Primary Meridians,sān jiān,Sanjian,sam gan 삼간,Tam gian,Sanjian (Terceiro Intervalo). Ponto Shu-Riacho e Ponto Madeira.,"No lado radial do dedo indicador, na depressão proximal à cabeça do segundo osso metacarpiano.","Dor de dente, dor de garganta, vermelhidão e dor nos olhos, inchaço dos dedos e dorso da mão.",Nenhuma específica.,"Expulsa o Vento e o Calor, beneficia a garganta e os dentes, dispersa a plenitude.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-4,Junction Valley,合谷,LI,Large Intestine,Twelve Primary Meridians,hé gǔ,He Gu,hap gok 합곡,Hiệp cốc,Hegu (Vale da Junção). Ponto Yuan-Fonte. Ponto de Comando da Face e Boca.,"No dorso da mão, entre o primeiro e o segundo ossos metacarpianos, aproximadamente no meio do segundo osso metacarpiano no lado radial.","Dor de cabeça, dor de dente, doenças da face e órgãos dos sentidos, paralisia facial, indução do parto, dor abdominal, amenorreia.",Contraindicado durante a gravidez (pode induzir o parto).,"Expulsa o Vento e libera o exterior, regula a face e os olhos, regula a menstruação, induz o parto, alivia a dor, tonifica o Qi.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-5,Yang Stream,陽谿,LI,Large Intestine,Twelve Primary Meridians,yáng xī,Yangxi,yang gye 양계,Dương khê,Yangxi (Riacho Yang). Ponto Jing-Rio e Ponto Fogo.,"No lado radial do pulso, na depressão entre os tendões do extensor longo e curto do polegar (tabaqueira anatômica).","Dor de cabeça, dor e vermelhidão nos olhos, dor de dente, dor de garganta, dor no pulso.",Nenhuma específica.,"Limpa o Calor e alivia a dor, limpa o Fogo de Yangming, acalma o Shen (Mente).",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-6,Diverging Passage,偏歴,LI,Large Intestine,Twelve Primary Meridians,piān lì,Pianli,pyeon ryeok 편력,Thiên lịch,Pianli (Passagem Inclinada). Ponto Luo-Conexão.,"3 cun proximal a LI-5, na linha que une LI-5 e LI-11.","Vermelhidão nos olhos, zumbido, surdez, epistaxe, dor de garganta, edema, dor no cotovelo e braço.",Nenhuma específica.,"Abre as passagens de água do Pulmão, regula o Qi da via das águas, limpa o Calor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-7,Warm Flow,溫溜,LI,Large Intestine,Twelve Primary Meridians,wēn liū,Wenliu,ol lyu 온류,Ôn lưu,Wenliu (Fluxo Morno). Ponto Xi-Fenda.,"5 cun proximal a LI-5, na linha que une LI-5 e LI-11.","Dor de cabeça, inchaço facial, dor de garganta, borborigmo, dor abdominal, dor no ombro e braço.",Nenhuma específica.,"Limpa o Calor e desintoxica, harmoniza o Estômago e Intestinos, alivia a dor aguda.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-8,Lower Point at the Border,下廉,LI,Large Intestine,Twelve Primary Meridians,xià lián,Xialian,ha ryeom 하렴,Hạ liêm,Xialian (Crista Inferior).,"4 cun distal a LI-11, na linha que une LI-5 e LI-11.","Dor no cotovelo e braço, dor abdominal, dor na região mamária.",Nenhuma específica.,"Harmoniza o Intestino Delgado, expele o Vento e limpa o Calor, limpa os canais e colaterais.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-9,Upper Point at the Border,上廉,LI,Large Intestine,Twelve Primary Meridians,shàng lián,Shanglian,sang nyeom 상렴,Thượng liêm,Shanglian (Crista Superior).,"3 cun distal a LI-11, na linha que une LI-5 e LI-11.","Dor no ombro e braço, paralisia do membro superior, dormência na mão e braço, borborigmo.",Nenhuma específica.,"Harmoniza o Intestino Grosso, ativa o canal e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-10,Arm Three Miles,手三里,LI,Large Intestine,Twelve Primary Meridians,shǒu sān lǐ,Shousanli,[su] sam ni [수] 삼리,Thủ tam lý,Shousanli (Três Milhas do Braço).,"2 cun distal a LI-11, na linha que une LI-5 e LI-11.","Dor abdominal, diarreia, dor de dente, inchaço na bochecha, paralisia do membro superior, dor no ombro.",Nenhuma específica.,"Regula o Qi e o Sangue, harmoniza o Estômago e Intestinos, desobstrui o canal e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-11,Pool at the Bend,曲池,LI,Large Intestine,Twelve Primary Meridians,qū chí,Quchi,gok ji 곡지,Khúc trì,Quchi (Lagoa da Curva). Ponto He-Mar e Ponto Terra.,"Com o cotovelo flexionado, no ponto médio da linha que une a extremidade lateral da prega cubital transversal e o epicôndilo lateral do úmero.","Febre alta, dor de garganta, doenças de pele (urticária, eczema), hipertensão, paralisia do membro superior.",Nenhuma específica.,"Limpa o Calor e esfria o Sangue, resolve a Umidade, regula o Qi Nutritivo e o Sangue, beneficia os tendões e articulações.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-12,Elbow Bone Hole,肘髎,LI,Large Intestine,Twelve Primary Meridians,zhǒu liáo,Zhouliao,ju ryo 주료,Trữu liêu,Zhouliao (Fenda do Cotovelo).,"Com o cotovelo flexionado, na depressão 1 cun proximal a LI-11, na borda medial do úmero.","Dor, contratura e dormência do cotovelo e braço.",Nenhuma específica.,"Ativa o canal e alivia a dor, beneficia a articulação do cotovelo.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-13,Arm Five Miles,手五里,LI,Large Intestine,Twelve Primary Meridians,shǒu wǔ lǐ,Shouwuli,[su] o ri [수] 오리,(Thủ) ngũ lý,Shouwuli (Cinco Milhas do Braço).,"3 cun proximal a LI-11, na linha que une LI-11 e LI-15.","Tosse, cuspir sangue, escrófula, dor no cotovelo e braço.",Cuidado com a artéria braquial. Evitar puntura profunda.,"Ativa o canal e alivia a dor, regula o Qi, drena a Umidade e resolve a Fleuma.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-14,Upper Arm,臂臑,LI,Large Intestine,Twelve Primary Meridians,bì nào,Binao,bi no 비노,Tí nhu,Binao (Braço Superior).,"No lado lateral do braço, na inserção do músculo deltoide, 7 cun proximal a LI-11.","Dor no ombro e braço, escrófula, doenças oculares.",Nenhuma específica.,"Ativa o canal e alivia a dor, regula o Qi e dissipa nódulos de Fleuma, beneficia os olhos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-15,Shoulder and Clavicle,肩髃,LI,Large Intestine,Twelve Primary Meridians,jiān yú,Jianyu,gyeon u 견우,Kiên ngung,Jianyu (Osso do Ombro).,"Anterior e inferior ao acrômio, na depressão formada quando o braço é abduzido (levantado).","Dor no ombro, fraqueza e paralisia do membro superior, urticária.",Nenhuma específica.,"Dissipa o Vento e a Umidade, beneficia o ombro e o braço, elimina o Vento-Calor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-16,Large Bone,巨骨,LI,Large Intestine,Twelve Primary Meridians,jù gǔ,Jugu,geo gol 거골,Ngự cốt,Jugu (Osso Grande).,Na depressão entre a extremidade acromial da clavícula e a espinha da escápula.,"Dor no ombro e costas, movimento restrito do braço, cuspir sangue.","Puntura profunda pode causar pneumotórax (embora raro nesta localização específica, cuidado com o ápice pulmonar medialmente).","Ativa o canal e alivia a dor, beneficia o ombro, regula o Qi e o Sangue.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-17,Head's Tripod,天鼎,LI,Large Intestine,Twelve Primary Meridians,tiān dǐng,Tianding,cheon jeong 천정,Thiên đỉnh,Tianding (Vaso Celestial).,"No lado lateral do pescoço, 1 cun inferior a LI-18, na borda posterior do músculo esternocleidomastoideo.","Dor de garganta, perda súbita de voz, escrófula, bócio.",Cuidado com a veia jugular externa.,"Beneficia a garganta e a voz, limpa o Calor e resolve a Fleuma.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-18,Beside the Prominence,扶突,LI,Large Intestine,Twelve Primary Meridians,fú tū,Futu,bu dol 부돌,Phù đột,Futu (Suporte da Proeminência).,"No lado lateral do pescoço, nivelado com a proeminência laríngea (pomo de Adão), entre as cabeças esternal e clavicular do músculo esternocleidomastoideo.","Tosse, asma, dor de garganta, perda súbita de voz, escrófula, bócio.",Cuidado com a artéria carótida e veia jugular.,"Beneficia a garganta e a voz, alivia a tosse e a asma, resolve a Fleuma.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-19,Mouth Grain Hole,口禾髎,LI,Large Intestine,Twelve Primary Meridians,kǒu hé liáo,Kouheliao,hwa ryo 화료,Hòa liêu,Kouheliao (Fenda do Grão).,"Diretamente abaixo da margem lateral da narina, nivelado com GV-26.","Obstrução nasal, epistaxe, desvio da boca, trismo (mandíbula travada).",Moxibustão é geralmente contraindicada.,"Abre as passagens nasais, expulsa o Vento e desperta os sentidos.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
LI-20,Receiving Fragrance,迎香,LI,Large Intestine,Twelve Primary Meridians,yíng xiāng,Yingxiang,yeong hyang 영향,Nghênh hương,Yingxiang (Recepção de Fragrância).,"No sulco nasolabial, ao nível do ponto médio da borda lateral da asa do nariz.","Obstrução nasal, perda do olfato, epistaxe, rinorreia, desvio da boca, coceira e inchaço facial.",Moxibustão é geralmente contraindicada ou usada com muito cuidado.,"Abre as passagens nasais, expulsa o Vento e limpa o Calor, dissipa o Vento-Calor da face.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-1,Tears Container,承泣,ST,Stomach,Twelve Primary Meridians,chéng qì,Chengqi,seung eup 승읍,Thừa khấp,"Chengqi (Recebendo as Lágrimas) - Ponto de encontro dos canais do Estômago, Vaso Concepção e Yang Qiao.","Com os olhos olhando diretamente para frente, o ponto está diretamente abaixo da pupila, entre o globo ocular e a crista infraorbital.","Vermelhidão, inchaço e dor nos olhos, lacrimejamento ao vento, cegueira noturna, paralisia facial, tiques das pálpebras.",Puntura profunda é contraindicada. Cuidado para não ferir o globo ocular. Não manipular a agulha.,"Elimina o vento e dissipa o calor, beneficia os olhos, interrompe o lacrimejamento.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-2,Four Directions Brightness,四白,ST,Stomach,Twelve Primary Meridians,sì bái,Sibai,sa baek 사백,Tứ bạch,Sibai (Quatro Brancos).,"Com os olhos olhando para frente, o ponto está diretamente abaixo da pupila, na depressão do forame infraorbital.","Vermelhidão e dor nos olhos, paralisia facial, tiques das pálpebras, dor na face, cefaleia.",Puntura profunda pode lesar o nervo ou vasos. Cuidado.,"Elimina o vento, clareia o calor, beneficia os olhos, alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-3,Large Bone Hole,巨髎,ST,Stomach,Twelve Primary Meridians,jù liáo,Juliao,geo ryo 거료,Cự liêu,Juliao (Grande Fenda) - Ponto de encontro dos canais do Estômago e Yang Qiao.,"Diretamente abaixo da pupila, no nível da borda inferior da asa do nariz, no lado lateral do sulco nasolabial.","Paralisia facial, tiques das pálpebras, epistaxe, dor de dente, inchaço dos lábios e bochecha.",Nenhuma contraindicação específica.,"Elimina o vento, dissipa o inchaço, alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-4,Earth Granary,地倉,ST,Stomach,Twelve Primary Meridians,dì cāng,Dicang,ji chang 지창,Địa thương,"Dicang (Celeiro da Terra) - Ponto de encontro dos canais do Estômago, Intestino Grosso e Yang Qiao.","Lateral ao canto da boca, diretamente abaixo da pupila.","Desvio da boca e olhos, salivação, tiques das pálpebras, dor de dente.",Nenhuma contraindicação específica.,"Elimina o vento da face, ativa o canal e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-5,Large Receptacle (Facial Artery),大迎,ST,Stomach,Twelve Primary Meridians,dà yíng,Daying,dae yeong 대영,Đại nghênh,Daying (Grande Recepção).,"Anterior ao ângulo da mandíbula, na borda anterior do músculo masseter, na depressão semelhante a um sulco que aparece quando a bochecha é inflada.","Trismo, desvio da boca, inchaço da bochecha, dor de dente.",Cuidado com a artéria facial.,"Elimina o vento, reduz o inchaço.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-6,Jaw Bone,頰車,ST,Stomach,Twelve Primary Meridians,jiá chē,Jiache,hyeop geo 협거,Giáp xa,Jiache (Carruagem da Mandíbula).,"Um dedo transversal anterior e superior ao ângulo da mandíbula, na proeminência do músculo masseter quando os dentes são cerrados.","Paralisia facial, dor de dente, inchaço da bochecha, trismo, rigidez do pescoço.",Nenhuma contraindicação específica.,"Elimina o vento, beneficia a mandíbula e os dentes, ativa o canal e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-7,Below the Arch,下關,ST,Stomach,Twelve Primary Meridians,xià guān,Xiaguan,ha gwan 하관,Hạ quan,Xiaguan (Abaixo da Articulação) - Ponto de encontro dos canais do Estômago e Vesícula Biliar.,"Na depressão na borda inferior do arco zigomático, anterior ao côndilo da mandíbula.","Surdez, zumbido, otorreia, paralisia facial, dor de dente, dor na ATM.",Nenhuma contraindicação específica.,"Beneficia os ouvidos, mandíbula e dentes, elimina o vento e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-8,Head's Corner,頭維,ST,Stomach,Twelve Primary Meridians,tóu wéi,Touwei,du yu 두유,Đầu duy,"Touwei (Amarrado à Cabeça) - Ponto de encontro dos canais do Estômago, Vesícula Biliar e Yang Wei.","No canto da testa, 0,5 cun dentro da linha anterior do cabelo, 4,5 cun lateral à linha média (Shenting VG-24).","Cefaleia, tontura, dor nos olhos, lacrimejamento.",Nenhuma contraindicação específica.,"Elimina o vento, alivia a dor, beneficia os olhos e a cabeça.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-9,Man'sPrognosis (Carotid Artery),人迎,ST,Stomach,Twelve Primary Meridians,rén yíng,Renying,in yeong 인영,Nhân nghênh,Renying (Acolhida Humana) - Ponto de encontro dos canais do Estômago e Vesícula Biliar. Ponto Janela do Céu.,"No nível da proeminência laríngea, na borda anterior do músculo esternocleidomastoideo, onde a pulsação da artéria carótida comum é palpável.","Dor de garganta, asma, tontura, rubor facial, hipertensão.",Cuidado extremo com a artéria carótida. Evitar moxibustão.,"Regula o Qi e o Sangue, beneficia a garganta e o pescoço, alivia a asma.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-10,Liquid Passage,水突,ST,Stomach,Twelve Primary Meridians,shǔi tū,Shuitu,su dol 수돌,Thủy đột,Shuitu (Proeminência da Água).,"Na borda anterior do músculo esternocleidomastoideo, a meio caminho entre Renying (ST-9) e Qishe (ST-11).","Dor de garganta, asma, falta de ar.",Cuidado com a artéria carótida.,"Beneficia a garganta, desce o Qi do Pulmão.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-11,Residence of Breath Qi,氣舍,ST,Stomach,Twelve Primary Meridians,qì shè,Qishe,gi sa 기사,Khí xá,Qishe (Morada do Qi).,"Na borda superior da clavícula, entre as cabeças esternal e clavicular do músculo esternocleidomastoideo.","Dor de garganta, asma, rigidez do pescoço.",Cuidado com os vasos profundos e o ápice do pulmão.,"Beneficia a garganta, desce o Qi.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-12,Empty Basin,缺盆,ST,Stomach,Twelve Primary Meridians,quē pén,Quepen,gyeol bun 결분,Khuyết bồn,Quepen (Bacia Vazia).,"No centro da fossa supraclavicular, 4 cun lateral à linha média.","Tosse, asma, dor de garganta, dor na fossa supraclavicular, dor no ombro.",Puntura profunda é contraindicada (risco de pneumotórax). Cuidado com a artéria subclávia.,"Desce o Qi do Pulmão, ativa o canal e alivia a dor.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-13,Door of Breath,氣戶,ST,Stomach,Twelve Primary Meridians,qì hù,Qihu,gi ho 기호,Khí hộ,Qihu (Porta do Qi).,"Na borda inferior da clavícula, 4 cun lateral à linha média.","Asma, tosse, plenitude no peito e hipocôndrio.",Puntura profunda ou perpendicular é contraindicada (risco de pneumotórax).,"Desce o Qi do Pulmão, abre o peito.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-14,Breath Storeroom,庫房,ST,Stomach,Twelve Primary Meridians,kù fáng,Kufang,go bang 고방,Khố phòng,Kufang (Armazém).,"No primeiro espaço intercostal, 4 cun lateral à linha média.","Sensação de plenitude e dor no peito e hipocôndrio, tosse.",Puntura profunda ou perpendicular é contraindicada (risco de pneumotórax).,"Desce o Qi do Pulmão, abre o peito.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-15,Hiding the Breath,屋翳,ST,Stomach,Twelve Primary Meridians,wū yì,Wuyi,ok ye 옥예,Ốc ế,Wuyi (Tela do Quarto).,"No segundo espaço intercostal, 4 cun lateral à linha média.","Tosse, asma, dor no peito, distensão mamária.",Puntura profunda ou perpendicular é contraindicada (risco de pneumotórax).,"Desce o Qi do Pulmão, alivia a dor no peito.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
ST-16,Breast Window,膺窗,ST,Stomach,Twelve Primary Meridians,yìng chuāng,Yingchuang,eung chang 응창,Ưng song,Yingchuang (Janela do Peito).,"No terceiro espaço intercostal, 4 cun lateral à linha média.","Tosse, asma, plenitude no peito, mastite.",Puntura profunda ou perpendicular é contraindicada (risco de pneumotórax).,"Alivia a tosse e a asma, beneficia as mamas.",,,[],[],[],[],"[""seed-pending""]",General,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,system,pending-review
